nb;t;date;jour;mois;an;joursem;vacances
382;21;20/10/2011;20;10;2011;Jeudi;0
342;21;21/10/2011;21;10;2011;Vendredi;0
207;21;22/10/2011;22;10;2011;Samedi;1
415;21;24/10/2011;24;10;2011;Lundi;1
393;21;25/10/2011;25;10;2011;Mardi;1
389;21;26/10/2011;26;10;2011;Mercredi;1
352;21;27/10/2011;27;10;2011;Jeudi;1
534;21;28/10/2011;28;10;2011;Vendredi;1
275;21;29/10/2011;29;10;2011;Samedi;1
907;21;31/10/2011;31;10;2011;Lundi;1
1124;22;02/11/2011;2;11;2011;Mercredi;1
725;22;03/11/2011;3;11;2011;Jeudi;0
585;22;04/11/2011;4;11;2011;Vendredi;0
248;22;05/11/2011;5;11;2011;Samedi;0
505;22;07/11/2011;7;11;2011;Lundi;0
365;22;08/11/2011;8;11;2011;Mardi;0
419;22;09/11/2011;9;11;2011;Mercredi;0
279;22;10/11/2011;10;11;2011;Jeudi;0
176;22;12/11/2011;12;11;2011;Samedi;0
308;22;14/11/2011;14;11;2011;Lundi;0
310;22;15/11/2011;15;11;2011;Mardi;0
298;22;16/11/2011;16;11;2011;Mercredi;0
247;22;17/11/2011;17;11;2011;Jeudi;0
217;22;18/11/2011;18;11;2011;Vendredi;0
149;22;19/11/2011;19;11;2011;Samedi;0
370;22;21/11/2011;21;11;2011;Lundi;0
375;22;22/11/2011;22;11;2011;Mardi;0
368;22;23/11/2011;23;11;2011;Mercredi;0
293;22;24/11/2011;24;11;2011;Jeudi;0
376;22;25/11/2011;25;11;2011;Vendredi;0
260;22;26/11/2011;26;11;2011;Samedi;0
576;22;28/11/2011;28;11;2011;Lundi;0
687;22;29/11/2011;29;11;2011;Mardi;0
1127;22;30/11/2011;30;11;2011;Mercredi;0
993;23;01/12/2011;1;12;2011;Jeudi;0
689;23;02/12/2011;2;12;2011;Vendredi;0
295;23;03/12/2011;3;12;2011;Samedi;0
643;23;05/12/2011;5;12;2011;Lundi;0
414;23;06/12/2011;6;12;2011;Mardi;0
418;23;07/12/2011;7;12;2011;Mercredi;0
326;23;08/12/2011;8;12;2011;Jeudi;0
201;23;09/12/2011;9;12;2011;Vendredi;0
123;23;10/12/2011;10;12;2011;Samedi;0
296;23;12/12/2011;12;12;2011;Lundi;0
234;23;13/12/2011;13;12;2011;Mardi;0
290;23;14/12/2011;14;12;2011;Mercredi;0
202;23;15/12/2011;15;12;2011;Jeudi;0
178;23;16/12/2011;16;12;2011;Vendredi;0
135;23;17/12/2011;17;12;2011;Samedi;1
242;23;19/12/2011;19;12;2011;Lundi;1
358;23;20/12/2011;20;12;2011;Mardi;1
239;23;21/12/2011;21;12;2011;Mercredi;1
254;23;22/12/2011;22;12;2011;Jeudi;1
226;23;23/12/2011;23;12;2011;Vendredi;1
56;23;24/12/2011;24;12;2011;Samedi;1
258;23;26/12/2011;26;12;2011;Lundi;1
370;23;27/12/2011;27;12;2011;Mardi;1
396;23;28/12/2011;28;12;2011;Mercredi;1
525;23;29/12/2011;29;12;2011;Jeudi;1
514;23;30/12/2011;30;12;2011;Vendredi;1
269;23;31/12/2011;31;12;2011;Samedi;1
935;24;02/01/2012;2;1;2012;Lundi;1
843;24;03/01/2012;3;1;2012;Mardi;0
657;24;04/01/2012;4;1;2012;Mercredi;0
460;24;05/01/2012;5;1;2012;Jeudi;0
520;24;06/01/2012;6;1;2012;Vendredi;0
262;24;07/01/2012;7;1;2012;Samedi;0
496;24;09/01/2012;9;1;2012;Lundi;0
434;24;10/01/2012;10;1;2012;Mardi;0
402;24;11/01/2012;11;1;2012;Mercredi;0
296;24;12/01/2012;12;1;2012;Jeudi;0
293;24;13/01/2012;13;1;2012;Vendredi;0
178;24;14/01/2012;14;1;2012;Samedi;0
388;24;16/01/2012;16;1;2012;Lundi;0
319;24;17/01/2012;17;1;2012;Mardi;0
292;24;18/01/2012;18;1;2012;Mercredi;0
249;24;19/01/2012;19;1;2012;Jeudi;0
329;24;20/01/2012;20;1;2012;Vendredi;0
179;24;21/01/2012;21;1;2012;Samedi;0
409;24;23/01/2012;23;1;2012;Lundi;0
368;24;24/01/2012;24;1;2012;Mardi;0
397;24;25/01/2012;25;1;2012;Mercredi;0
339;24;26/01/2012;26;1;2012;Jeudi;0
393;24;27/01/2012;27;1;2012;Vendredi;0
272;24;28/01/2012;28;1;2012;Samedi;0
743;24;30/01/2012;30;1;2012;Lundi;0
1035;24;31/01/2012;31;1;2012;Mardi;0
934;25;01/02/2012;1;2;2012;Mercredi;0
550;25;02/02/2012;2;2;2012;Jeudi;0
375;25;03/02/2012;3;2;2012;Vendredi;0
218;25;04/02/2012;4;2;2012;Samedi;0
417;25;06/02/2012;6;2;2012;Lundi;0
349;25;07/02/2012;7;2;2012;Mardi;0
302;25;08/02/2012;8;2;2012;Mercredi;0
255;25;09/02/2012;9;2;2012;Jeudi;0
273;25;10/02/2012;10;2;2012;Vendredi;0
126;25;11/02/2012;11;2;2012;Samedi;0
289;25;13/02/2012;13;2;2012;Lundi;0
194;25;14/02/2012;14;2;2012;Mardi;0
220;25;15/02/2012;15;2;2012;Mercredi;0
224;25;16/02/2012;16;2;2012;Jeudi;0
232;25;17/02/2012;17;2;2012;Vendredi;0
132;25;18/02/2012;18;2;2012;Samedi;0
346;25;20/02/2012;20;2;2012;Lundi;0
313;25;21/02/2012;21;2;2012;Mardi;0
295;25;22/02/2012;22;2;2012;Mercredi;0
292;25;23/02/2012;23;2;2012;Jeudi;0
363;25;24/02/2012;24;2;2012;Vendredi;0
224;25;25/02/2012;25;2;2012;Samedi;1
539;25;27/02/2012;27;2;2012;Lundi;1
668;25;28/02/2012;28;2;2012;Mardi;1
897;25;29/02/2012;29;2;2012;Mercredi;1
680;26;01/03/2012;1;3;2012;Jeudi;1
557;26;02/03/2012;2;3;2012;Vendredi;1
172;26;03/03/2012;3;3;2012;Samedi;1
603;26;05/03/2012;5;3;2012;Lundi;1
490;26;06/03/2012;6;3;2012;Mardi;1
335;26;07/03/2012;7;3;2012;Mercredi;1
282;26;08/03/2012;8;3;2012;Jeudi;1
283;26;09/03/2012;9;3;2012;Vendredi;1
150;26;10/03/2012;10;3;2012;Samedi;1
379;26;12/03/2012;12;3;2012;Lundi;0
308;26;13/03/2012;13;3;2012;Mardi;0
237;26;14/03/2012;14;3;2012;Mercredi;0
211;26;15/03/2012;15;3;2012;Jeudi;0
278;26;16/03/2012;16;3;2012;Vendredi;0
142;26;17/03/2012;17;3;2012;Samedi;0
312;26;19/03/2012;19;3;2012;Lundi;0
363;26;20/03/2012;20;3;2012;Mardi;0
333;26;21/03/2012;21;3;2012;Mercredi;0
268;26;22/03/2012;22;3;2012;Jeudi;0
271;26;23/03/2012;23;3;2012;Vendredi;0
187;26;24/03/2012;24;3;2012;Samedi;0
343;26;26/03/2012;26;3;2012;Lundi;0
417;26;27/03/2012;27;3;2012;Mardi;0
429;26;28/03/2012;28;3;2012;Mercredi;0
460;26;29/03/2012;29;3;2012;Jeudi;0
677;26;30/03/2012;30;3;2012;Vendredi;0
614;26;31/03/2012;31;3;2012;Samedi;0
1167;27;02/04/2012;2;4;2012;Lundi;0
642;27;03/04/2012;3;4;2012;Mardi;0
443;27;04/04/2012;4;4;2012;Mercredi;0
395;27;05/04/2012;5;4;2012;Jeudi;0
328;27;06/04/2012;6;4;2012;Vendredi;0
173;27;07/04/2012;7;4;2012;Samedi;0
306;27;10/04/2012;10;4;2012;Mardi;0
273;27;11/04/2012;11;4;2012;Mercredi;0
280;27;12/04/2012;12;4;2012;Jeudi;0
267;27;13/04/2012;13;4;2012;Vendredi;0
113;27;14/04/2012;14;4;2012;Samedi;0
268;27;16/04/2012;16;4;2012;Lundi;0
183;27;17/04/2012;17;4;2012;Mardi;0
256;27;18/04/2012;18;4;2012;Mercredi;0
257;27;19/04/2012;19;4;2012;Jeudi;0
284;27;20/04/2012;20;4;2012;Vendredi;0
153;27;21/04/2012;21;4;2012;Samedi;1
259;27;23/04/2012;23;4;2012;Lundi;1
323;27;24/04/2012;24;4;2012;Mardi;1
318;27;25/04/2012;25;4;2012;Mercredi;1
303;27;26/04/2012;26;4;2012;Jeudi;1
388;27;27/04/2012;27;4;2012;Vendredi;1
170;27;28/04/2012;28;4;2012;Samedi;1
692;27;30/04/2012;30;4;2012;Lundi;1
920;28;02/05/2012;2;5;2012;Mercredi;1
534;28;03/05/2012;3;5;2012;Jeudi;1
451;28;04/05/2012;4;5;2012;Vendredi;1
177;28;05/05/2012;5;5;2012;Samedi;1
494;28;07/05/2012;7;5;2012;Lundi;0
444;28;09/05/2012;9;5;2012;Mercredi;0
313;28;10/05/2012;10;5;2012;Jeudi;0
263;28;11/05/2012;11;5;2012;Vendredi;0
143;28;12/05/2012;12;5;2012;Samedi;0
299;28;14/05/2012;14;5;2012;Lundi;0
203;28;15/05/2012;15;5;2012;Mardi;0
191;28;16/05/2012;16;5;2012;Mercredi;0
179;28;18/05/2012;18;5;2012;Vendredi;0
95;28;19/05/2012;19;5;2012;Samedi;0
267;28;21/05/2012;21;5;2012;Lundi;0
285;28;22/05/2012;22;5;2012;Mardi;0
317;28;23/05/2012;23;5;2012;Mercredi;0
265;28;24/05/2012;24;5;2012;Jeudi;0
250;28;25/05/2012;25;5;2012;Vendredi;0
210;28;26/05/2012;26;5;2012;Samedi;0
650;28;29/05/2012;29;5;2012;Mardi;0
679;28;30/05/2012;30;5;2012;Mercredi;0
978;28;31/05/2012;31;5;2012;Jeudi;0
813;29;01/06/2012;1;6;2012;Vendredi;0
271;29;02/06/2012;2;6;2012;Samedi;0
559;29;04/06/2012;4;6;2012;Lundi;0
454;29;05/06/2012;5;6;2012;Mardi;0
455;29;06/06/2012;6;6;2012;Mercredi;0
238;29;07/06/2012;7;6;2012;Jeudi;0
268;29;08/06/2012;8;6;2012;Vendredi;0
149;29;09/06/2012;9;6;2012;Samedi;0
259;29;11/06/2012;11;6;2012;Lundi;0
214;29;12/06/2012;12;6;2012;Mardi;0
206;29;13/06/2012;13;6;2012;Mercredi;0
208;29;14/06/2012;14;6;2012;Jeudi;0
195;29;15/06/2012;15;6;2012;Vendredi;0
90;29;16/06/2012;16;6;2012;Samedi;0
250;29;18/06/2012;18;6;2012;Lundi;0
179;29;19/06/2012;19;6;2012;Mardi;0
327;29;20/06/2012;20;6;2012;Mercredi;0
248;29;21/06/2012;21;6;2012;Jeudi;0
303;29;22/06/2012;22;6;2012;Vendredi;0
148;29;23/06/2012;23;6;2012;Samedi;0
391;29;25/06/2012;25;6;2012;Lundi;0
403;29;26/06/2012;26;6;2012;Mardi;0
441;29;27/06/2012;27;6;2012;Mercredi;0
436;29;28/06/2012;28;6;2012;Jeudi;0
594;29;29/06/2012;29;6;2012;Vendredi;0
518;29;30/06/2012;30;6;2012;Samedi;0
987;30;02/07/2012;2;7;2012;Lundi;0
656;30;03/07/2012;3;7;2012;Mardi;0
522;30;04/07/2012;4;7;2012;Mercredi;0
398;30;05/07/2012;5;7;2012;Jeudi;1
419;30;06/07/2012;6;7;2012;Vendredi;1
122;30;07/07/2012;7;7;2012;Samedi;1
414;30;09/07/2012;9;7;2012;Lundi;1
337;30;10/07/2012;10;7;2012;Mardi;1
290;30;11/07/2012;11;7;2012;Mercredi;1
246;30;12/07/2012;12;7;2012;Jeudi;1
146;30;13/07/2012;13;7;2012;Vendredi;1
272;30;16/07/2012;16;7;2012;Lundi;1
251;30;17/07/2012;17;7;2012;Mardi;1
243;30;18/07/2012;18;7;2012;Mercredi;1
220;30;19/07/2012;19;7;2012;Jeudi;1
202;30;20/07/2012;20;7;2012;Vendredi;1
128;30;21/07/2012;21;7;2012;Samedi;1
287;30;23/07/2012;23;7;2012;Lundi;1
299;30;24/07/2012;24;7;2012;Mardi;1
252;30;25/07/2012;25;7;2012;Mercredi;1
212;30;26/07/2012;26;7;2012;Jeudi;1
320;30;27/07/2012;27;7;2012;Vendredi;1
275;30;28/07/2012;28;7;2012;Samedi;1
639;30;30/07/2012;30;7;2012;Lundi;1
1002;30;31/07/2012;31;7;2012;Mardi;1
668;31;01/08/2012;1;8;2012;Mercredi;1
535;31;02/08/2012;2;8;2012;Jeudi;1
439;31;03/08/2012;3;8;2012;Vendredi;1
187;31;04/08/2012;4;8;2012;Samedi;1
412;31;06/08/2012;6;8;2012;Lundi;1
383;31;07/08/2012;7;8;2012;Mardi;1
283;31;08/08/2012;8;8;2012;Mercredi;1
288;31;09/08/2012;9;8;2012;Jeudi;1
246;31;10/08/2012;10;8;2012;Vendredi;1
138;31;11/08/2012;11;8;2012;Samedi;1
301;31;13/08/2012;13;8;2012;Lundi;1
288;31;14/08/2012;14;8;2012;Mardi;1
327;31;16/08/2012;16;8;2012;Jeudi;1
246;31;17/08/2012;17;8;2012;Vendredi;1
94;31;18/08/2012;18;8;2012;Samedi;1
434;31;20/08/2012;20;8;2012;Lundi;1
420;31;21/08/2012;21;8;2012;Mardi;1
480;31;22/08/2012;22;8;2012;Mercredi;1
494;31;23/08/2012;23;8;2012;Jeudi;1
476;31;24/08/2012;24;8;2012;Vendredi;1
299;31;25/08/2012;25;8;2012;Samedi;1
673;31;27/08/2012;27;8;2012;Lundi;1
818;31;28/08/2012;28;8;2012;Mardi;1
826;31;29/08/2012;29;8;2012;Mercredi;1
921;31;30/08/2012;30;8;2012;Jeudi;1
1188;31;31/08/2012;31;8;2012;Vendredi;1
738;32;01/09/2012;1;9;2012;Samedi;1
1309;32;03/09/2012;3;9;2012;Lundi;1
1195;32;04/09/2012;4;9;2012;Mardi;0
1071;32;05/09/2012;5;9;2012;Mercredi;0
975;32;06/09/2012;6;9;2012;Jeudi;0
808;32;07/09/2012;7;9;2012;Vendredi;0
401;32;08/09/2012;8;9;2012;Samedi;0
891;32;10/09/2012;10;9;2012;Lundi;0
765;32;11/09/2012;11;9;2012;Mardi;0
647;32;12/09/2012;12;9;2012;Mercredi;0
610;32;13/09/2012;13;9;2012;Jeudi;0
516;32;14/09/2012;14;9;2012;Vendredi;0
301;32;15/09/2012;15;9;2012;Samedi;0
645;32;17/09/2012;17;9;2012;Lundi;0
547;32;18/09/2012;18;9;2012;Mardi;0
591;32;19/09/2012;19;9;2012;Mercredi;0
551;32;20/09/2012;20;9;2012;Jeudi;0
457;32;21/09/2012;21;9;2012;Vendredi;0
381;32;22/09/2012;22;9;2012;Samedi;0
596;32;24/09/2012;24;9;2012;Lundi;0
629;32;25/09/2012;25;9;2012;Mardi;0
703;32;26/09/2012;26;9;2012;Mercredi;0
767;32;27/09/2012;27;9;2012;Jeudi;0
1011;32;28/09/2012;28;9;2012;Vendredi;0
813;32;29/09/2012;29;9;2012;Samedi;0
1404;33;01/10/2012;1;10;2012;Lundi;0
942;33;02/10/2012;2;10;2012;Mardi;0
715;33;03/10/2012;3;10;2012;Mercredi;0
575;33;04/10/2012;4;10;2012;Jeudi;0
528;33;05/10/2012;5;10;2012;Vendredi;0
322;33;06/10/2012;6;10;2012;Samedi;0
544;33;08/10/2012;8;10;2012;Lundi;0
396;33;09/10/2012;9;10;2012;Mardi;0
388;33;10/10/2012;10;10;2012;Mercredi;0
277;33;11/10/2012;11;10;2012;Jeudi;0
277;33;12/10/2012;12;10;2012;Vendredi;0
178;33;13/10/2012;13;10;2012;Samedi;0
388;33;15/10/2012;15;10;2012;Lundi;0
304;33;16/10/2012;16;10;2012;Mardi;0
292;33;17/10/2012;17;10;2012;Mercredi;0
296;33;18/10/2012;18;10;2012;Jeudi;0
205;33;19/10/2012;19;10;2012;Vendredi;0
170;33;20/10/2012;20;10;2012;Samedi;0
363;33;22/10/2012;22;10;2012;Lundi;0
375;33;23/10/2012;23;10;2012;Mardi;0
405;33;24/10/2012;24;10;2012;Mercredi;0
378;33;25/10/2012;25;10;2012;Jeudi;0
393;33;26/10/2012;26;10;2012;Vendredi;0
235;33;27/10/2012;27;10;2012;Samedi;1
545;33;29/10/2012;29;10;2012;Lundi;1
705;33;30/10/2012;30;10;2012;Mardi;1
846;33;31/10/2012;31;10;2012;Mercredi;1
693;34;02/11/2012;2;11;2012;Vendredi;1
278;34;03/11/2012;3;11;2012;Samedi;1
852;34;05/11/2012;5;11;2012;Lundi;1
596;34;06/11/2012;6;11;2012;Mardi;1
466;34;07/11/2012;7;11;2012;Mercredi;1
409;34;08/11/2012;8;11;2012;Jeudi;0
362;34;09/11/2012;9;11;2012;Vendredi;0
201;34;10/11/2012;10;11;2012;Samedi;0
453;34;12/11/2012;12;11;2012;Lundi;0
326;34;13/11/2012;13;11;2012;Mardi;0
355;34;14/11/2012;14;11;2012;Mercredi;0
289;34;15/11/2012;15;11;2012;Jeudi;0
208;34;16/11/2012;16;11;2012;Vendredi;0
173;34;17/11/2012;17;11;2012;Samedi;0
278;34;19/11/2012;19;11;2012;Lundi;0
366;34;20/11/2012;20;11;2012;Mardi;0
329;34;21/11/2012;21;11;2012;Mercredi;0
307;34;22/11/2012;22;11;2012;Jeudi;0
273;34;23/11/2012;23;11;2012;Vendredi;0
228;34;24/11/2012;24;11;2012;Samedi;0
338;34;26/11/2012;26;11;2012;Lundi;0
401;34;27/11/2012;27;11;2012;Mardi;0
613;34;28/11/2012;28;11;2012;Mercredi;0
667;34;29/11/2012;29;11;2012;Jeudi;0
1017;34;30/11/2012;30;11;2012;Vendredi;0
645;35;01/12/2012;1;12;2012;Samedi;0
1018;35;03/12/2012;3;12;2012;Lundi;0
733;35;04/12/2012;4;12;2012;Mardi;0
562;35;05/12/2012;5;12;2012;Mercredi;0
398;35;06/12/2012;6;12;2012;Jeudi;0
370;35;07/12/2012;7;12;2012;Vendredi;0
181;35;08/12/2012;8;12;2012;Samedi;0
334;35;10/12/2012;10;12;2012;Lundi;0
296;35;11/12/2012;11;12;2012;Mardi;0
277;35;12/12/2012;12;12;2012;Mercredi;0
187;35;13/12/2012;13;12;2012;Jeudi;0
201;35;14/12/2012;14;12;2012;Vendredi;0
169;35;15/12/2012;15;12;2012;Samedi;0
275;35;17/12/2012;17;12;2012;Lundi;0
231;35;18/12/2012;18;12;2012;Mardi;0
219;35;19/12/2012;19;12;2012;Mercredi;0
340;35;20/12/2012;20;12;2012;Jeudi;0
352;35;21/12/2012;21;12;2012;Vendredi;0
136;35;22/12/2012;22;12;2012;Samedi;1
120;35;24/12/2012;24;12;2012;Lundi;1
337;35;26/12/2012;26;12;2012;Mercredi;1
361;35;27/12/2012;27;12;2012;Jeudi;1
468;35;28/12/2012;28;12;2012;Vendredi;1
298;35;29/12/2012;29;12;2012;Samedi;1
473;35;31/12/2012;31;12;2012;Lundi;1
829;36;02/01/2013;2;1;2013;Mercredi;1
634;36;03/01/2013;3;1;2013;Jeudi;1
555;36;04/01/2013;4;1;2013;Vendredi;1
327;36;05/01/2013;5;1;2013;Samedi;1
798;36;07/01/2013;7;1;2013;Lundi;0
597;36;08/01/2013;8;1;2013;Mardi;0
461;36;09/01/2013;9;1;2013;Mercredi;0
351;36;10/01/2013;10;1;2013;Jeudi;0
322;36;11/01/2013;11;1;2013;Vendredi;0
204;36;12/01/2013;12;1;2013;Samedi;0
338;36;14/01/2013;14;1;2013;Lundi;0
316;36;15/01/2013;15;1;2013;Mardi;0
311;36;16/01/2013;16;1;2013;Mercredi;0
216;36;17/01/2013;17;1;2013;Jeudi;0
192;36;18/01/2013;18;1;2013;Vendredi;0
151;36;19/01/2013;19;1;2013;Samedi;0
365;36;21/01/2013;21;1;2013;Lundi;0
319;36;22/01/2013;22;1;2013;Mardi;0
347;36;23/01/2013;23;1;2013;Mercredi;0
276;36;24/01/2013;24;1;2013;Jeudi;0
315;36;25/01/2013;25;1;2013;Vendredi;0
231;36;26/01/2013;26;1;2013;Samedi;0
462;36;28/01/2013;28;1;2013;Lundi;0
446;36;29/01/2013;29;1;2013;Mardi;0
719;36;30/01/2013;30;1;2013;Mercredi;0
1033;36;31/01/2013;31;1;2013;Jeudi;0
711;37;01/02/2013;1;2;2013;Vendredi;0
392;37;02/02/2013;2;2;2013;Samedi;0
629;37;04/02/2013;4;2;2013;Lundi;0
438;37;05/02/2013;5;2;2013;Mardi;0
424;37;06/02/2013;6;2;2013;Mercredi;0
324;37;07/02/2013;7;2;2013;Jeudi;0
303;37;08/02/2013;8;2;2013;Vendredi;0
151;37;09/02/2013;9;2;2013;Samedi;0
332;37;11/02/2013;11;2;2013;Lundi;0
220;37;12/02/2013;12;2;2013;Mardi;0
242;37;13/02/2013;13;2;2013;Mercredi;0
161;37;14/02/2013;14;2;2013;Jeudi;0
169;37;15/02/2013;15;2;2013;Vendredi;0
100;37;16/02/2013;16;2;2013;Samedi;1
280;37;18/02/2013;18;2;2013;Lundi;1
227;37;19/02/2013;19;2;2013;Mardi;1
302;37;20/02/2013;20;2;2013;Mercredi;1
288;37;21/02/2013;21;2;2013;Jeudi;1
237;37;22/02/2013;22;2;2013;Vendredi;1
113;37;23/02/2013;23;2;2013;Samedi;1
384;37;25/02/2013;25;2;2013;Lundi;1
472;37;26/02/2013;26;2;2013;Mardi;1
631;37;27/02/2013;27;2;2013;Mercredi;1
901;37;28/02/2013;28;2;2013;Jeudi;1
850;38;01/03/2013;1;3;2013;Vendredi;1
389;38;02/03/2013;2;3;2013;Samedi;1
889;38;04/03/2013;4;3;2013;Lundi;0
598;38;05/03/2013;5;3;2013;Mardi;0
492;38;06/03/2013;6;3;2013;Mercredi;0
434;38;07/03/2013;7;3;2013;Jeudi;0
274;38;08/03/2013;8;3;2013;Vendredi;0
173;38;09/03/2013;9;3;2013;Samedi;0
357;38;11/03/2013;11;3;2013;Lundi;0
197;38;12/03/2013;12;3;2013;Mardi;0
271;38;13/03/2013;13;3;2013;Mercredi;0
173;38;14/03/2013;14;3;2013;Jeudi;0
223;38;15/03/2013;15;3;2013;Vendredi;0
119;38;16/03/2013;16;3;2013;Samedi;0
217;38;18/03/2013;18;3;2013;Lundi;0
246;38;19/03/2013;19;3;2013;Mardi;0
309;38;20/03/2013;20;3;2013;Mercredi;0
263;38;21/03/2013;21;3;2013;Jeudi;0
235;38;22/03/2013;22;3;2013;Vendredi;0
179;38;23/03/2013;23;3;2013;Samedi;0
364;38;25/03/2013;25;3;2013;Lundi;0
363;38;26/03/2013;26;3;2013;Mardi;0
461;38;27/03/2013;27;3;2013;Mercredi;0
498;38;28/03/2013;28;3;2013;Jeudi;0
575;38;29/03/2013;29;3;2013;Vendredi;0
475;38;30/03/2013;30;3;2013;Samedi;0
1141;39;02/04/2013;2;4;2013;Mardi;0
690;39;03/04/2013;3;4;2013;Mercredi;0
427;39;04/04/2013;4;4;2013;Jeudi;0
379;39;05/04/2013;5;4;2013;Vendredi;0
218;39;06/04/2013;6;4;2013;Samedi;0
463;39;08/04/2013;8;4;2013;Lundi;0
247;39;09/04/2013;9;4;2013;Mardi;0
269;39;10/04/2013;10;4;2013;Mercredi;0
174;39;11/04/2013;11;4;2013;Jeudi;0
210;39;12/04/2013;12;4;2013;Vendredi;0
106;39;13/04/2013;13;4;2013;Samedi;1
211;39;15/04/2013;15;4;2013;Lundi;1
227;39;16/04/2013;16;4;2013;Mardi;1
193;39;17/04/2013;17;4;2013;Mercredi;1
148;39;18/04/2013;18;4;2013;Jeudi;1
157;39;19/04/2013;19;4;2013;Vendredi;1
119;39;20/04/2013;20;4;2013;Samedi;1
252;39;22/04/2013;22;4;2013;Lundi;1
275;39;23/04/2013;23;4;2013;Mardi;1
255;39;24/04/2013;24;4;2013;Mercredi;1
286;39;25/04/2013;25;4;2013;Jeudi;1
323;39;26/04/2013;26;4;2013;Vendredi;1
203;39;27/04/2013;27;4;2013;Samedi;1
764;39;29/04/2013;29;4;2013;Lundi;0
911;39;30/04/2013;30;4;2013;Mardi;0
966;40;02/05/2013;2;5;2013;Jeudi;0
632;40;03/05/2013;3;5;2013;Vendredi;0
262;40;04/05/2013;4;5;2013;Samedi;0
493;40;06/05/2013;6;5;2013;Lundi;0
429;40;07/05/2013;7;5;2013;Mardi;0
207;40;10/05/2013;10;5;2013;Vendredi;0
100;40;11/05/2013;11;5;2013;Samedi;0
381;40;13/05/2013;13;5;2013;Lundi;0
310;40;14/05/2013;14;5;2013;Mardi;0
281;40;15/05/2013;15;5;2013;Mercredi;0
234;40;16/05/2013;16;5;2013;Jeudi;0
222;40;17/05/2013;17;5;2013;Vendredi;0
114;40;18/05/2013;18;5;2013;Samedi;0
394;40;21/05/2013;21;5;2013;Mardi;0
337;40;22/05/2013;22;5;2013;Mercredi;0
336;40;23/05/2013;23;5;2013;Jeudi;0
265;40;24/05/2013;24;5;2013;Vendredi;0
146;40;25/05/2013;25;5;2013;Samedi;0
411;40;27/05/2013;27;5;2013;Lundi;0
390;40;28/05/2013;28;5;2013;Mardi;0
510;40;29/05/2013;29;5;2013;Mercredi;0
614;40;30/05/2013;30;5;2013;Jeudi;0
974;40;31/05/2013;31;5;2013;Vendredi;0
495;41;01/06/2013;1;6;2013;Samedi;0
861;41;03/06/2013;3;6;2013;Lundi;0
577;41;04/06/2013;4;6;2013;Mardi;0
425;41;05/06/2013;5;6;2013;Mercredi;0
369;41;06/06/2013;6;6;2013;Jeudi;0
281;41;07/06/2013;7;6;2013;Vendredi;0
417;41;10/06/2013;10;6;2013;Lundi;0
367;41;11/06/2013;11;6;2013;Mardi;0
310;41;12/06/2013;12;6;2013;Mercredi;0
213;41;13/06/2013;13;6;2013;Jeudi;0
259;41;14/06/2013;14;6;2013;Vendredi;0
144;41;15/06/2013;15;6;2013;Samedi;0
317;41;17/06/2013;17;6;2013;Lundi;0
226;41;18/06/2013;18;6;2013;Mardi;0
238;41;19/06/2013;19;6;2013;Mercredi;0
332;41;20/06/2013;20;6;2013;Jeudi;0
360;41;21/06/2013;21;6;2013;Vendredi;0
174;41;22/06/2013;22;6;2013;Samedi;0
394;41;24/06/2013;24;6;2013;Lundi;0
383;41;25/06/2013;25;6;2013;Mardi;0
488;41;26/06/2013;26;6;2013;Mercredi;0
289;41;27/06/2013;27;6;2013;Jeudi;0
690;41;28/06/2013;28;6;2013;Vendredi;0
544;41;29/06/2013;29;6;2013;Samedi;0
1077;42;01/07/2013;1;7;2013;Lundi;0
850;42;02/07/2013;2;7;2013;Mardi;0
518;42;03/07/2013;3;7;2013;Mercredi;0
493;42;04/07/2013;4;7;2013;Jeudi;0
454;42;05/07/2013;5;7;2013;Vendredi;0
244;42;06/07/2013;6;7;2013;Samedi;1
452;42;08/07/2013;8;7;2013;Lundi;1
452;42;09/07/2013;9;7;2013;Mardi;1
443;42;10/07/2013;10;7;2013;Mercredi;1
283;42;11/07/2013;11;7;2013;Jeudi;1
279;42;12/07/2013;12;7;2013;Vendredi;1
134;42;13/07/2013;13;7;2013;Samedi;1
251;42;15/07/2013;15;7;2013;Lundi;1
322;42;16/07/2013;16;7;2013;Mardi;1
305;42;17/07/2013;17;7;2013;Mercredi;1
266;42;18/07/2013;18;7;2013;Jeudi;1
191;42;19/07/2013;19;7;2013;Vendredi;1
125;42;20/07/2013;20;7;2013;Samedi;1
257;42;22/07/2013;22;7;2013;Lundi;1
297;42;23/07/2013;23;7;2013;Mardi;1
314;42;24/07/2013;24;7;2013;Mercredi;1
325;42;25/07/2013;25;7;2013;Jeudi;1
246;42;26/07/2013;26;7;2013;Vendredi;1
153;42;27/07/2013;27;7;2013;Samedi;1
528;42;29/07/2013;29;7;2013;Lundi;1
589;42;30/07/2013;30;7;2013;Mardi;1
821;42;31/07/2013;31;7;2013;Mercredi;1
562;43;01/08/2013;1;8;2013;Jeudi;1
477;43;02/08/2013;2;8;2013;Vendredi;1
176;43;03/08/2013;3;8;2013;Samedi;1
471;43;05/08/2013;5;8;2013;Lundi;1
443;43;06/08/2013;6;8;2013;Mardi;1
416;43;07/08/2013;7;8;2013;Mercredi;1
315;43;08/08/2013;8;8;2013;Jeudi;1
